ObjID,a,e,inc,node,argPeri,ma,epochMJD_TDB,FORMAT
1933 BD,2.5479276,0.2760457,15.17217,291.92806,217.58953,110.02585,60400.0,KEP
1933 BE,2.7183146,0.1560672,6.05122,140.60532,217.10138,224.48055,60400.0,KEP
1933 DG,2.6959641,0.2060013,33.82132,140.87226,63.55612,178.19362,60400.0,KEP
1931 TV1,3.1712901,0.20445349999999998,1.34106,39.7999,355.19397,137.719,60400.0,KEP
1932 JA,3.1438266,0.0265258,7.07169,287.61537,241.58461,247.59176,60400.0,KEP
1932 NC,3.1422481,0.1742665,8.55886,237.51024,132.60367,82.1404,60400.0,KEP
1932 PD,3.8916584,0.07929309999999999,4.17612,236.87073,102.33527,311.7934,60400.0,KEP
1932 PE,2.488639,0.0828814,3.92814,213.88516,20.52612,215.93308,60400.0,KEP
1932 PG,3.1852444,0.0454392,7.70119,299.55213,77.64295,1.2323600000000001,60400.0,KEP
1933 BT,3.1110665,0.1247032,2.38078,74.96583,151.39684,165.42531,60400.0,KEP
1933 BW,2.6130747,0.0371677,8.01658,304.50803,20.62791,8.55275,60400.0,KEP
1933 FB,3.1372381,0.17838,2.42682,67.27609,103.92299,123.8698,60400.0,KEP
1933 FE,3.0008671,0.0038531999999999998,13.1325,124.2558,169.54096,58.6071,60400.0,KEP
1933 FF,2.6661314,0.18706409999999998,29.25254,158.44614,286.88938,37.91579,60400.0,KEP
1933 HG,2.8628717,0.15693459999999998,24.97507,234.94815,31.32426,240.35439,60400.0,KEP
A911 UR,3.0259846,0.0693898,9.50424,314.21144,112.42991,96.52512,60400.0,KEP
1927 BD,3.3622024,0.050474599999999994,17.16779,320.52964,302.00802,123.39644,60400.0,KEP
1930 HD,2.4687643,0.1786008,4.78079,24.33558,268.1051,26.54619,60400.0,KEP
1930 HJ,3.98373,0.1037148,4.42376,350.97955,118.75227,96.44793,60400.0,KEP
1930 SH,3.9062451,0.0968023,2.7578300000000002,134.69533,18.96535,223.81131,60400.0,KEP
1930 YE,2.2349705,0.20837889999999998,5.98697,97.763,259.0643,51.32154,60400.0,KEP
1931 TN,3.1411074,0.12111659999999999,6.68226,126.81469,272.2944,222.77178,60400.0,KEP
1931 TZ1,2.7839837,0.1501429,8.41507,321.38719,4.23409,3.79418,60400.0,KEP
1932 PF,2.394361,0.1612331,5.40062,296.46174,48.89634,257.96751,60400.0,KEP
1932 WC,2.2292247,0.1140858,4.39436,327.04429,244.92655,23.56361,60400.0,KEP
1932 WG,2.679512,0.1677159,12.8574,188.42199,198.11943,321.58776,60400.0,KEP
1933 BA,3.1774753,0.0911511,23.28171,114.31422,338.5069,78.14132,60400.0,KEP
1933 HA,2.6997305,0.2390988,6.9815700000000005,246.94186,47.33643,127.95087,60400.0,KEP
1933 LA,2.4050618,0.2634286,10.8582,90.24244,238.67865,80.96976,60400.0,KEP
1933 LB,2.3695654,0.2112146,5.72327,335.40199,297.48984,311.64729,60400.0,KEP
1933 QB,3.4137561,0.0431624,6.42601,292.5372,90.57145,84.85426,60400.0,KEP
1933 QJ,2.5582036,0.2077094,7.4447,210.06598,73.01181,90.87874,60400.0,KEP
1933 QM1,3.1188557,0.12006839999999999,18.02618,324.23617,77.96789,94.67862,60400.0,KEP
1925 SC,3.181737,0.2221273,8.90551,157.67505,234.29841,42.553490000000004,60400.0,KEP
1933 OP,2.643787,0.17261089999999998,10.88817,302.69067,115.43385,313.53529,60400.0,KEP
1933 QF,2.9924538,0.048826299999999996,5.68978,317.81492,69.1685,138.2623,60400.0,KEP
1933 QH,3.024741,0.09334669999999999,9.74802,200.3907,107.95507,118.88687,60400.0,KEP
1933 QL,3.0112044,0.0569584,9.84955,202.3179,269.41506,5.03903,60400.0,KEP
1933 QM,2.884032,0.0644986,7.56205,298.8704,52.45037,166.4495,60400.0,KEP
1933 QR,2.8610466,0.0614872,1.61695,193.0324,115.43929,285.50544,60400.0,KEP
1933 QL1,2.3664071,0.1533076,5.58658,307.32139,79.10201,285.44883,60400.0,KEP
1933 RA,3.010174,0.0973135,9.12304,215.27893,117.10614,123.23545,60400.0,KEP
1933 SH,2.5415941,0.056637799999999995,2.15227,270.85886,244.39559,329.36051,60400.0,KEP
1933 SO,2.2272097,0.2754664,5.36511,236.34127,99.81061,95.92675,60400.0,KEP
1933 UB1,2.6890641,0.2317174,8.71643,81.06655,313.13289,193.18834,60400.0,KEP
1933 WD,3.3903399,0.1246828,2.88604,185.03009,274.88512,151.53625,60400.0,KEP
1933 WE,2.4178254,0.14306649999999999,4.11152,226.94559,236.24647,344.07414,60400.0,KEP
1934 AD,3.0219632,0.0671008,8.99455,295.82875,125.83341,118.67306,60400.0,KEP
1934 AE,3.1312323,0.1444305,5.4955,299.7341,59.07223,218.32994,60400.0,KEP
1934 BA,2.804335,0.1854732,7.88502,165.48397,260.41157,112.78422,60400.0,KEP
1934 CL,2.7814874,0.0072117,9.55119,82.89485,352.41159,217.03922,60400.0,KEP
1934 EA,2.7650763,0.2710304,34.0432,161.4924,302.03327,250.90755,60400.0,KEP
A924 SE,3.1155117,0.17550639999999998,2.59591,90.111,353.68373,323.70359,60400.0,KEP
1928 FP,3.2415635,0.0985998,19.52234,71.81682,100.94864,245.01556,60400.0,KEP
1928 KC,3.191521,0.12242349999999999,18.97588,86.35447,147.75637,261.74428,60400.0,KEP
1928 OC,3.0172362,0.0703318,2.31665,62.94916,148.18055,180.24298,60400.0,KEP
1930 OB,3.1443357,0.09677219999999999,14.98631,274.03677,141.87597,203.8705,60400.0,KEP
1930 UF,2.2506305,0.09626549999999999,3.9498,233.74429,207.72077,196.03051,60400.0,KEP
1931 EB,2.9099957,0.0081653,5.55898,353.97758,181.68395,272.12779,60400.0,KEP
1931 TO,3.2131243,0.1472823,10.28059,205.998,243.22041,345.85676,60400.0,KEP
1932 DB,2.3911276,0.35749349999999996,21.0578,357.17648,88.77905,356.46082,60400.0,KEP
1933 FF1,2.4270703,0.043087099999999996,2.83305,244.95152,244.23745,72.09349,60400.0,KEP
1933 OT,3.0992012,0.2106836,21.93108,129.21254,261.84269,178.36243,60400.0,KEP
1933 QG,2.6559515,0.2066944,12.55697,298.09057,100.32346,290.66963,60400.0,KEP
1933 SC,2.2952903,0.17432409999999998,5.2414,264.59323,144.26906,332.0197,60400.0,KEP
1933 SF1,3.2091374,0.0740892,7.08113,236.44657,21.15059,2.47037,60400.0,KEP
1933 WC,2.4117669,0.3161347,23.95995,238.19091,148.68082,56.26457,60400.0,KEP
1935 RC,3.2056812,0.2353275,20.40748,6.15507,34.16489,190.95183,60400.0,KEP
1934 FG,2.3093814,0.20240229999999998,24.62399,358.2532,196.38774,244.48757,60400.0,KEP
1934 FO,2.9869954,0.2046115,2.80021,256.04876,316.31376,139.30656,60400.0,KEP
1934 JG,2.9953409,0.2312293,19.85088,71.75043,206.61634,126.91087,60400.0,KEP
1934 JH,2.9399261,0.1693699,9.51054,317.68721,344.97095,242.4748,60400.0,KEP
1934 LA,2.4221412,0.234702,23.35912,253.13822,29.36018,277.76437,60400.0,KEP
1934 LD,3.2214796,0.15037789999999998,18.94166,44.53291,141.01387,276.90381,60400.0,KEP
1934 LL,2.1846986999999998,0.16411879999999998,4.51758,304.28622,330.0722,280.61795,60400.0,KEP
1934 NR,2.5422578,0.2543939,7.40881,14.31158,337.07993,28.27936,60400.0,KEP
1934 NS,2.667198,0.2245942,15.9752,101.65371,278.41083,164.50885,60400.0,KEP
1934 RT,2.7798419,0.1625167,5.82256,57.71849,269.71402,114.34074,60400.0,KEP
1925 UA,3.5123222,0.13740059999999998,5.77257,222.62032,172.86426,16.34322,60400.0,KEP
1933 FL,2.6182526,0.1724365,14.46587,131.97147,165.30833,76.29765,60400.0,KEP
1925 DB,3.1695712,0.0746236,15.95665,158.78647,3.1386600000000002,164.2574,60400.0,KEP
1933 QS,3.0989257,0.1897234,3.10122,121.32592,184.45698,220.3085,60400.0,KEP
1934 AA,3.0643341,0.1349603,2.45242,13.58366,348.6892,47.33926,60400.0,KEP
1934 DA,2.6341368,0.1314151,14.6173,114.99726,336.25548,83.46604,60400.0,KEP
1934 OB,2.9141,0.0925617,11.45456,133.11509,129.24479,41.93701,60400.0,KEP
1934 RE,2.2408777,0.1537868,2.54865,172.58431,198.76721,241.15297,60400.0,KEP
1934 RW,2.8508119,0.06351749999999999,3.19558,97.38758,217.62188,251.22691,60400.0,KEP
1934 RA1,2.9107758,0.1002346,17.97929,160.25049,202.57207,13.39443,60400.0,KEP
1934 XA,2.2637707,0.1121137,4.81342,325.49676,110.4784,77.55654,60400.0,KEP
1934 XB,3.0224232,0.053804899999999996,8.68693,290.65243,159.11573,354.28361,60400.0,KEP
1934 YA,3.1910095,0.124678,0.41148,345.41391,225.54016,178.71058,60400.0,KEP
1935 BA,2.7412777999999998,0.0779415,13.09044,107.46593,140.69909,99.91398,60400.0,KEP
1935 CV,2.2901486,0.2022553,20.9151,312.87643,229.45758,244.94205,60400.0,KEP
1935 FC,2.5707842,0.1140991,6.03195,41.21853,235.24522,140.72478,60400.0,KEP
1935 GA,2.2472186,0.12066339999999999,5.6564,60.00915,133.25717,153.1347,60400.0,KEP
A908 CE,3.9815503,0.18155929999999998,11.4043,137.43084,332.65367,255.24028,60400.0,KEP
1929 CY,2.6287892999999998,0.1760303,13.86151,165.94166,250.64624,202.91884,60400.0,KEP
1931 VW,2.5718769,0.0664488,11.87039,229.05071,201.92301,126.29428,60400.0,KEP
1933 FD,2.7906479,0.138367,6.5897,87.52529,17.80502,237.20717,60400.0,KEP
1934 LJ,3.013095,0.15460669999999999,10.05064,307.06344,305.4756,68.73639,60400.0,KEP
1934 TA,2.8590575,0.0861619,2.9432,139.46388,237.51085,195.13941,60400.0,KEP
1934 TF,3.1968878,0.0689997,9.6417,9.31423,64.45809,187.40429,60400.0,KEP
1935 CE,2.7790141999999998,0.0634226,3.76065,185.94785,212.97995,184.15771,60400.0,KEP
1935 CU,3.0100177,0.0953866,9.20421,211.62443,96.77156,229.05748,60400.0,KEP
1935 GK,3.1287059,0.2150647,5.95024,28.66309,250.08962,323.86977,60400.0,KEP
1935 HE,1.853365,0.0449511,22.83,225.21422,340.1433,103.52327,60400.0,KEP
1935 JH,3.0860578,0.053171199999999995,7.94894,69.57458,301.73936,25.58594,60400.0,KEP
1935 ND,3.1870174,0.1542975,13.95626,83.62842,283.10993,157.91348,60400.0,KEP
1935 OB,2.4772466,0.1655314,2.1723,21.73577,286.92185,272.92962,60400.0,KEP
1935 OC,3.1164393,0.0701485,11.10691,64.00629,342.93061,302.27282,60400.0,KEP
1935 OD,2.6339964,0.2145433,22.83105,331.39232,287.72369,298.72936,60400.0,KEP
1935 QA,3.0788058,0.1308376,21.59375,164.66871,171.89839,132.1348,60400.0,KEP
1935 QG1,3.2130409,0.37324779999999996,24.23407,121.30328,261.70834,33.14068,60400.0,KEP
1935 RA,2.9025544,0.0656433,1.10632,214.64008,110.3807,340.76089,60400.0,KEP
1935 VB,3.0158608,0.0664176,11.4901,63.94138,223.01979,98.36767,60400.0,KEP
1928 RK,2.24894,0.122917,5.08306,258.43475,337.90152,219.61197,60400.0,KEP
1932 WA,2.8741476,0.1388183,9.46556,24.08377,283.06959,9.99627,60400.0,KEP
1934 NA,2.3439829,0.131237,22.47783,270.78111,347.70183,12.29501,60400.0,KEP
1935 HD,2.5241234,0.061460299999999995,14.81899,18.04894,263.40655,16.86892,60400.0,KEP
1935 QB,3.1218648,0.2119489,14.35938,180.39968,128.48044,71.59849,60400.0,KEP
1935 QG,2.2509171,0.1708403,4.80518,305.93372,4.15281,111.00263,60400.0,KEP
1935 QJ,3.1966558,0.12204799999999999,16.45957,185.05008,101.66261,188.46324,60400.0,KEP
1935 QK,2.7663965999999998,0.14846209999999999,16.43786,327.37408,87.57465,38.93989,60400.0,KEP
1935 QN,3.4203544,0.31569769999999997,38.93897,297.44347,99.00179,18.93012,60400.0,KEP
1935 UA,2.2500921,0.2781168,5.2961,302.43353,61.0934,83.88284,60400.0,KEP
1935 UB,2.4477679,0.07086909999999999,5.82047,52.73945,31.49289,357.60249,60400.0,KEP
1935 UH,2.2282157,0.2150945,3.5519,163.43569,156.06765,267.43118,60400.0,KEP
1936 CD,2.2597785,0.0932933,6.03182,223.14963,357.6611,271.77499,60400.0,KEP
1936 DB,2.374212,0.151103,3.59203,43.50617,202.118,325.23962,60400.0,KEP
1936 FC,2.523287,0.0927245,15.60987,169.8301,33.04246,316.80953,60400.0,KEP
1936 FM,3.1450184,0.11006869999999999,10.40856,358.88801,247.82218,221.33087,60400.0,KEP
1930 QJ,2.4888403,0.1804786,4.69636,351.77289,29.3476,272.05161,60400.0,KEP
1925 BB,2.2193288,0.1324284,1.55824,352.90577,247.43381,253.27973,60400.0,KEP
1934 RV,3.0822151,0.1871234,0.054090000000000006,192.72457,165.45482,196.00233,60400.0,KEP
1934 RX,2.6781291,0.1797638,11.85823,152.81355,275.91752,108.4626,60400.0,KEP
1935 MJ,2.7395755999999998,0.10795429999999999,6.92071,114.84873,259.55564,92.80913,60400.0,KEP
1935 PA,2.3637293,0.287221,11.82229,161.41968,153.00406,133.63213,60400.0,KEP
1935 QD,2.2589429,0.2085785,5.53775,202.98238,126.03751,47.05156,60400.0,KEP
1935 SS,3.0187108,0.08907699999999999,11.191230000000001,54.32912,257.999,12.08428,60400.0,KEP
1935 SS1,2.8653619,0.011354999999999999,2.05225,174.52527,295.42849,353.31216,60400.0,KEP
1935 TA,3.433264,0.0364669,19.93511,28.882460000000002,334.13513,331.44881,60400.0,KEP
1936 DA,2.5500746,0.1631137,7.5947000000000005,103.27586,85.81712,207.46132,60400.0,KEP
1936 FO,2.6071285,0.20287149999999998,12.26239,358.22383,43.80949,86.73458,60400.0,KEP
1936 KD,2.433427,0.1095203,5.84508,56.64611,182.90361,50.42188,60400.0,KEP
1936 LK,2.4389441,0.0758534,2.67605,178.75076,113.36409,356.50147,60400.0,KEP
1936 OB,3.2078434,0.0658049,8.65873,244.75433,109.6332,53.87268,60400.0,KEP
1936 PF,2.2476241,0.1648328,4.4937,359.4874,266.36938,35.79399,60400.0,KEP
1936 PG,2.6820214,0.25431539999999997,3.50935,77.42016,206.39783,352.36286,60400.0,KEP
1936 QL,3.1621895,0.09956469999999999,11.84621,296.87738,72.83384,202.49819,60400.0,KEP
1936 QY,2.2162168,0.1656711,6.50748,161.59269,223.90504,159.42908,60400.0,KEP
1936 WA,3.1243816,0.232539,15.63475,210.04962,112.1257,24.37784,60400.0,KEP
1935 UD,2.2271328,0.17921479999999998,7.28799,277.45113,71.08095,253.54747,60400.0,KEP
1936 OC,2.6845868,0.15462589999999998,14.29376,266.94185,11.60164,353.78422,60400.0,KEP
1936 QA,2.7168823,0.2943693,10.18107,156.97644,192.32236,184.64265,60400.0,KEP
1936 QW,5.284652,0.1132487,18.0306,332.87763,61.86284,63.6561,60400.0,KEP
1936 RE,2.2513725,0.145723,7.03306,312.02471,96.08359,292.0717,60400.0,KEP
1936 RF,2.6959339,0.0970716,12.42614,333.02379,86.48496,235.76597,60400.0,KEP
1936 WC,2.7626833,0.2842843,5.82356,268.31073,111.31136,26.26184,60400.0,KEP
1936 WF,3.1113358,0.09707779999999999,8.3553,201.48062,186.83434,13.51259,60400.0,KEP
1937 AK,2.6757711,0.0572839,6.70768,177.50579,205.30304,73.5285,60400.0,KEP
1937 AL,3.0174925,0.1071863,10.35417,170.8824,233.62578,299.5798,60400.0,KEP
1937 AM,3.0059449,0.0596902,8.03979,284.4819,93.98733,21.27306,60400.0,KEP
1937 BA,2.2147788,0.1120661,4.71558,66.04552,14.29137,202.85353,60400.0,KEP
1937 CD,3.01863,0.0659237,10.23589,178.71985,298.64963,231.39452,60400.0,KEP
1937 CE,2.7870844,0.1593558,8.84856,143.70307,1.98534,259.94709,60400.0,KEP
1937 EA,2.2237238,0.0875691,3.42314,329.16284,240.92298,46.7601,60400.0,KEP
1937 EC,3.0153072,0.10878679999999999,10.03372,352.55022,66.09651,285.57449,60400.0,KEP
1937 GH,2.9728617,0.07812899999999999,8.26912,95.975,163.96162,303.29276,60400.0,KEP
A903 SJ,2.2416738,0.2027676,7.19434,355.07572,324.35812,356.35274,60400.0,KEP
1929 RF,2.2924134,0.1472337,5.7261,213.4831,232.62074,14.8268,60400.0,KEP
1931 RJ,2.7472854,0.0783234,3.49,260.71182,72.94242,135.74326,60400.0,KEP
1936 FQ,3.0904607,0.0841859,9.80059,42.56365,161.90185,45.79566,60400.0,KEP
1936 QF,2.2470728,0.16728079999999998,2.6811,201.5358,171.19823,331.78587,60400.0,KEP
1936 QM,2.8620083,0.0822243,2.90692,58.45187,321.44387,20.59458,60400.0,KEP
1937 AJ,3.1916491,0.056033799999999995,9.16048,42.894800000000004,304.04021,248.68737,60400.0,KEP
1937 GB,2.6141885,0.09897159999999999,12.96368,185.9469,341.27743,241.67988,60400.0,KEP
1937 GF,2.5807279,0.16113249999999998,9.06602,334.99736,274.67241,322.65564,60400.0,KEP
1937 KB,2.7509674,0.21039000000000002,9.34303,78.40721,241.72205,324.39903,60400.0,KEP
1937 NO,2.8087106,0.1418775,17.30518,115.62816,251.93356,88.61496,60400.0,KEP
1937 NH,2.5551709,0.3340898,7.74837,47.65567,297.93568,66.25108,60400.0,KEP
1937 NK,2.5604578,0.1974728,3.28624,327.13708,351.65814,41.73441,60400.0,KEP
1937 OB,2.6183289,0.1842043,13.9887,117.66199,224.04543,131.65779,60400.0,KEP
1937 PG,2.3814973999999998,0.2258782,8.26915,123.20727,218.49456,190.03547,60400.0,KEP
1937 UC,2.7989454,0.1675689,8.2442,321.42109,94.63388,164.02812,60400.0,KEP
1936 FD1,3.0147573,0.06927559999999999,10.82973,152.31954,145.38713,180.16223,60400.0,KEP
1936 WE,2.6477944,0.2463532,4.04971,188.91209,269.25959,88.70857,60400.0,KEP
1936 YA,3.1453082,0.061209599999999996,13.891070000000001,260.3841,31.51551,30.22749,60400.0,KEP
1937 PB,5.2210758,0.0462618,20.46206,315.79381,129.78742,58.05216,60400.0,KEP
1937 TC,3.1574799,0.23756649999999999,2.04355,238.20364,129.03765,102.05816,60400.0,KEP
1937 TE,3.9925124,0.1165649,4.20449,35.54471,101.03924,212.2958,60400.0,KEP
1937 TF,3.1613215,0.1862974,2.26756,46.53277,350.74733,155.82021,60400.0,KEP
1937 WA,2.6303138,0.2395088,13.92194,253.96425,115.82271,121.71178,60400.0,KEP
1937 YF,2.8741628,0.0766089,1.262,220.68862,128.86683,2.07248,60400.0,KEP
1937 YG,2.9362521,0.0641889,1.9356,174.79588,159.73029,174.44877,60400.0,KEP
1938 AE,3.1552079,0.1371816,17.75732,303.20137,310.3251,6.88556,60400.0,KEP
1938 AF,3.1160298,0.1834076,2.28091,88.90037,274.65383,342.72071,60400.0,KEP
1938 BA,2.2453126,0.1015852,5.25647,17.48548,195.98221,139.9531,60400.0,KEP
1938 BB,2.5351751,0.0409985,4.7845,35.38757,67.36528,148.46086,60400.0,KEP
1938 DF,2.3717376,0.1860175,5.81266,44.76491,75.23533,213.95406,60400.0,KEP
1938 DO,2.2219138,0.14285,6.64136,110.68116,132.38947,282.74585,60400.0,KEP
1938 DP,2.6113756,0.1714094,4.85502,74.83674,14.80991,190.23036,60400.0,KEP
1938 DT,2.2029256,0.1181015,5.11183,175.23964,51.73116,64.38005,60400.0,KEP
1938 DZ1,3.1095231,0.2022052,14.21076,21.34348,93.90223,266.69717,60400.0,KEP
1938 ED1,1.8969168,0.028500599999999997,23.67101,7.05215,255.154,257.83081,60400.0,KEP
1936 DO,2.3652889,0.1421754,5.09143,352.48231,135.5268,99.71427,60400.0,KEP
1937 LF,2.2462903,0.12562399999999999,7.75189,128.24093,101.00674,303.12797,60400.0,KEP
1937 NG,3.2023639,0.2212333,10.43957,282.4061,65.55714,4.47209,60400.0,KEP
1937 PA,2.694029,0.1578837,6.08433,296.08277,296.80973,281.45916,60400.0,KEP
1937 RC,2.6251267,0.18206229999999998,12.53497,181.58063,100.14626,174.04059,60400.0,KEP
1937 VA,3.1519982,0.22868329999999998,16.89595,41.38441,328.76602,184.94519,60400.0,KEP
1937 WC,2.544207,0.1858993,6.68141,74.07539,358.00685,109.25492,60400.0,KEP
1937 YL,3.1236939,0.049833699999999995,15.31777,104.61301,334.26736,252.73659,60400.0,KEP
1938 CA,3.1481514,0.10788199999999999,0.9639900000000001,24.74523,186.5678,71.55751,60400.0,KEP
1938 CB,3.1510355,0.1946678,7.25819,329.09612,80.10033,231.32417,60400.0,KEP
1939 VO,3.002841,0.0449293,11.54508,86.55317,60.5855,351.86072,60400.0,KEP
1938 FA,3.0265034,0.17807579999999998,9.92182,166.92293,50.37784,80.52287,60400.0,KEP
1938 KA,2.3792497,0.1555784,13.13657,154.91405,74.97276,172.78931,60400.0,KEP
1938 OE,3.3887544,0.1270886,21.89458,326.30814,350.46274,274.07787,60400.0,KEP
1938 PA,2.195372,0.2714823,9.94125,308.8623,23.20273,102.30017,60400.0,KEP
1938 QD,3.1233947,0.061513099999999994,13.42385,188.69607,206.72034,121.59869,60400.0,KEP
1938 SD,3.1586049,0.0733814,3.19971,358.23203,339.09868,100.32148,60400.0,KEP
1938 SL1,2.7174633,0.1199137,13.60075,321.88853,93.52501,356.82343,60400.0,KEP
1938 UQ,2.2345269,0.1982637,4.56722,45.16086,318.9628,235.56108,60400.0,KEP
1938 UT,2.5753876,0.23689729999999998,13.64589,216.45736,129.31972,280.39416,60400.0,KEP
1935 QY,2.7375169,0.4886814,26.6712,323.35714,84.09096,182.57997,60400.0,KEP
1935 SM,2.3497039,0.1679592,4.5065800000000005,200.10096,201.47771,186.14781,60400.0,KEP
1936 RA,2.2802474,0.1904889,6.32496,330.46359,349.95849,166.87991,60400.0,KEP
1938 CC,3.2090498,0.2661264,15.80767,319.84008,105.29292,119.83677,60400.0,KEP
1938 CF,2.4668295,0.0892004,7.82868,318.5142,162.54381,105.52845,60400.0,KEP
1938 DE,2.6734986,0.1949705,7.29704,18.02009,79.80623,272.04264,60400.0,KEP
1938 DK,2.2022942,0.10904359999999999,4.85995,63.5846,65.5954,146.52139,60400.0,KEP
1938 DR,3.0161483,0.041516,3.5082400000000002,353.64263,315.40852,11.93313,60400.0,KEP
1938 DA1,2.8766154999999998,0.037027399999999995,2.97302,70.98164,218.96353,122.40449,60400.0,KEP
1938 DJ1,2.7164548,0.18033739999999998,4.48948,71.76922,88.42169,81.14178,60400.0,KEP
1938 HC,2.7363695,0.2068069,17.2961,72.6016,126.94735,356.32128,60400.0,KEP
1938 OB,3.0261206,0.11830239999999999,8.92621,297.31651,46.77048,81.28263,60400.0,KEP
1938 QA,2.1988214,0.1247832,0.07442,332.1604,351.20272,99.05515,60400.0,KEP
1938 WC,3.1357975,0.1240588,2.46721,97.03459,106.85275,359.44321,60400.0,KEP
1938 XE,3.0403755,0.1135752,10.55642,354.24902,114.87492,37.6464,60400.0,KEP
1939 GC,3.1839281,0.152937,2.47262,154.576,26.7671,333.24697,60400.0,KEP
1936 LB,2.3534317,0.1550377,10.02298,254.22534,90.99005,53.75142,60400.0,KEP
1938 EJ,3.2385712,0.1275979,3.64059,313.01094,160.32377,22.30883,60400.0,KEP
1938 FL,2.1726515,0.1167906,6.05607,137.70607,81.98134,280.41253,60400.0,KEP
1938 QB,2.4297557,0.2011974,2.57608,330.55405,1.55268,222.91005,60400.0,KEP
1938 SJ,2.1898133,0.13122029999999998,2.45694,194.98186,184.45353,123.92199,60400.0,KEP
1938 SW,2.6381302,0.15467309999999998,12.72509,13.05951,268.50756,47.42745,60400.0,KEP
1938 SA1,2.20669,0.16176079999999998,2.50077,294.30868,1.10017,92.42596,60400.0,KEP
1938 SB1,2.8929508,0.0832855,1.05762,299.91333,28.14584,164.44033,60400.0,KEP
1938 SK1,3.105687,0.2351131,12.65927,265.05521,96.92014,240.01474,60400.0,KEP
1938 UF,2.6708198,0.1860144,12.17608,239.55303,74.62581,263.28189,60400.0,KEP
1938 UH,2.2427319,0.1898418,7.4337,19.88241,17.14197,157.37124,60400.0,KEP
